BARRIO,Lon,Lat
gerona,-75.55933819285715,6.238201685604398
girardot,-75.56874637775758,6.29628456951515
granada,-75.59321062034886,6.229876730232558
granizal,-75.54656683949155,6.292355809830509
guayabal,-75.58545155194261,6.199289403025477
guayaquil,-75.57268104441415,6.246759331714767
hectorabadgomez,-75.55907981864043,6.300982562938581
hospitalsanvicentedepaul,-75.5662226353846,6.262344590769231
inst,-75.58086770303032,6.246498649696967
jardinbotanico,-75.56468521871793,6.269853388205128
jesusnazareno,-75.56841958973824,6.258977349057588
juanpabloii,-75.52931737444445,6.229639096666667
juanxxiiilaquiebra,-75.61316992333333,6.2641474181481485
kennedy,-75.58305941522016,6.288577784276733
laaguacatala,-75.57807967959046,6.1984971794736845
laalpujarra,-75.57637266568646,6.245784735333309
laamerica,-75.60461456175116,6.2509000443778815
laavanzada,-75.53980286314284,6.294949031142857
lacandelaria,-75.56596726085142,6.248754501766282
lacastellana,-75.6057611040507,6.239746175253161
lacolina,-75.59115738702971,6.200714091287129
lacruz,-75.53943101966667,6.269468052666669
laesperanza,-75.57677368397164,6.2921704894326265
laesperanzano2,-75.5422015120588,6.290970940882353
lafloresta,-75.60128746793104,6.256352606482759
laflorida,-75.56823333841523,6.204566509781419
lafrancia,-75.55477327907408,6.300772009074075
lafrontera,-75.55491679666667,6.304668046969698
lagloria,-75.60279992441555,6.222962012012985
lahondonada,-75.60150562111116,6.204247284722222
laisla,-75.54891024972973,6.302850752972972
laladera,-75.55267112181818,6.252028567272728
lalibertad,-75.54356972152175,6.240196663913044
lalinde,-75.56830139480002,6.2122928892000004
lalomadelosbernal,-75.60302433199999,6.218785680000001
lalomaoriental,-75.62496568428571,6.2731786314285705
lamansion,-75.5563062485714,6.25909102714286
lamilagrosa,-75.55486331651376,6.2354232470642215
lamota,-75.5994818240816,6.2115831187755095
laoculta,-75.66585675909093,6.193065800909091
lapalma,-75.6027040284348,6.228751250086959
lapilarica,-75.58555945629908,6.275296959685033
lapiñuela,-75.55642587381578,6.2808327001315805
lapradera,-75.61073775742422,6.26045749136364
larosa,-75.55961315345456,6.290764211090909
lasacacias,-75.60102347468265,6.2405592197222175
lasalle,-75.54871440561907,6.283083995238096
lasbrisas,-75.56318874449265,6.3064810977294545
lasesmeraldas,-75.55471909264152,6.278660177169808
lasestancias,-75.53426974929582,6.232684565492957
lasgranjas,-75.54918663423082,6.278798232692305
lasierra,-75.5291134475,6.2352861275
lasindependencias,-75.62320959562499,6.2498627112500005
laslomasno1,-75.56254146384607,6.210387126999999
laslomasno2,-75.55780902400001,6.209807114631575
lasmercedes,-75.60875587918366,6.235260577142855
laspalmas,-75.55984044258743,6.225895481258741
lasplayas,-75.59722438042103,6.219958198
lasvioletas,-75.61375777037038,6.233245935925929
laureles,-75.5961414447791,6.243164226345384
laverde,-75.63811459214286,6.191593937142857
llanaditas,-75.53950306588234,6.253477311176472
lomadelosbernal,-75.60196168011365,6.218509801136363
lopezdemesa,-75.58335374555548,6.28406461055555
lorena,-75.59898650030672,6.247748074417175
loreto,-75.55850919833334,6.231395309230775
losalcazares,-75.60430654392856,6.260549427619049
losalpes,-75.60792577839997,6.230916138533332
losangeles,-75.55811822034333,6.251634685708152
losbalsosno1,-75.5624515565517,6.188988256666664
losbalsosno2,-75.57205520666669,6.196386786666673
loscerroselvergel,-75.5442144983784,6.232657957837836
loscolores,-75.59457177287852,6.265746584840094
losconquistadores,-75.5825688400563,6.240832205591557
losmangos,-75.54473278152378,6.249585690952382
losnaranjos,-75.55951977939856,6.1971865155639145
lospinos,-75.59931189070345,6.2505493288944685
manila,-75.57467197944469,6.212842334520197
manriquecentralno1,-75.55721567124445,6.265366514399999
manriquecentralno2,-75.55463342049995,6.263507815714287
manriqueoriental,-75.5499740251872,6.264378581818183
mariacanocarambolas,-75.53925432933332,6.283873098666666
metropolitano,-75.60929706666666,6.263208715
miradordeldoce,-75.582690488,6.303031094
miraflores,-75.55103921983198,6.2369072247899195
miranda,-75.563498316373,6.274318102279793
miravalle,-75.60002065722223,6.235161006666667
monteclaro,-75.60017638458332,6.288017607916667
moravia,-75.56750722754104,6.275850274180323
moscuno1,-75.55468110533337,6.291354211199999
moscuno2,-75.5499255246511,6.289450592790696
naranjal,-75.58319665458227,6.249373703980579
nuevavilladeaburra,-75.60407751275861,6.234391962758621
nuevavilladelaiguana,-75.58344818053769,6.26140479311828
nuevosconquistadores,-75.62916433187502,6.249703859375001
ochodemarzo,-75.52857500285714,6.2283211678571435
olayaherrera,-75.61156450311475,6.273212334426226
oleoducto,-75.5702661630974,6.2845464645132765
oriente,-75.54334655519999,6.2734753072
pablovi,-75.55319738631579,6.303340182105264
pajarito,-75.6057252425,6.282432105249999
palenque,-75.59454248085108,6.278205474893616
palermo,-75.56421146036028,6.286218381531539
palmitassectorcentral,-75.70134541499999,6.34791682
parquejuanpabloii,-75.59002656072462,6.221708035942024
parquenorte,-75.56605191000003,6.269431584411766
patiobonito,-75.57604934405272,6.206946169559468
pedregal,-75.57347551266268,6.300892897633137
pedregalalto,-75.6331868442857,6.282697168571429
pedregalbajo,-75.62458707,6.28384472
perpetuosocorro,-75.57389270964178,6.233793094353333
picachito,-75.58585721960002,6.298762018799998
picacho,-75.58428212105632,6.2947968860563375
piedrasblancas,-75.53640972312502,6.262362064375
piedrasblancasrepresa,-75.52859431,6.22794609
playondeloscomuneros,-75.5535073778947,6.306251241228069
plazadeferias,-75.56554865034481,6.299028103103447
popular,-75.54779975865169,6.299270191685394
prado,-75.56242742266505,6.258505538924201
robledo,-75.59659694259996,6.2756450018999885
rosales,-75.59086020819456,6.233895210173609
sanantonio,-75.53843849333333,6.2375957799999995
sanbenito,-75.57351793593611,6.253793772596965
sanbernardo,-75.59669213939229,6.225766751104976
sandiego,-75.56916309686603,6.233282108478258
sangerman,-75.59055288153843,6.2692784852447545
sanisidro,-75.56084785524384,6.285867160162606
sanjavierno1,-75.61660426419049,6.255664365523803
sanjavierno2,-75.61422213680001,6.257660988000001
sanjoaquin,-75.58486932083332,6.24655585475
sanjosedelamontaña,-75.63759117,6.30471591
sanjoselacimano1,-75.54296325600001,6.283302862
sanjoselacimano2,-75.54392179199999,6.27919435
sanlucas,-75.5665060854762,6.182250307857143
sanmartindeporres,-75.5809663954386,6.29392868649123
sanmiguel,-75.55671653301782,6.254855911834318
sanpablo,-75.55208486600002,6.283198072307693
sanpedro,-75.56131136554053,6.2652528387162185
santacruz,-75.55988847455693,6.292882507215186
santafe,-75.57975582685185,6.222659065820882
santaines,-75.54820384584745,6.272123632118643
santalucia,-75.60648528545454,6.25835374090909
santamargarita,-75.61408660178948,6.276269898315791
santamariadelosangeles,-75.58025868621112,6.191959486894409
santamonica,-75.61352143867924,6.247736719056604
santander,-75.57572302177083,6.306327773020834
santarosadelima,-75.606413325,6.263489715
santateresita,-75.61069743672132,6.243758711475412
santodomingosaviono1,-75.54373855401961,6.295862964215685
santodomingosaviono2,-75.54154960444446,6.298792176111111
sevilla,-75.56530587800766,6.265138660957853
simonbolivar,-75.60533229801979,6.245329573366336
suburbanoaguasfrias,-75.6437561,6.23288414
suburbanoaltavista,-75.62949130454544,6.222956134545455
suburbanoelllano,-75.63111876466668,6.282752921333334
suburbanoeltesoro,-75.55317700833334,6.184224695
suburbanolaloma,-75.63051623000003,6.272592605277778
suburbanomiradordelpoblado,-75.55094101769231,6.214959304615385
suburbanopalmapatio,-75.64311120571428,6.275933932857143
suburbanopedregalalto,-75.63090391,6.28649011
suburbanopotrerito,-75.66753826,6.18319362
suburbanotravesias,-75.64270896764705,6.282530089411765
suburbelplan,-75.52778298275861,6.20099790413793
sucre,-75.55285455673196,6.245250927058822
suramericana,-75.58194831559634,6.253743113455662
tejelo,-75.56856244571432,6.305221238357143
tenche,-75.58043598879385,6.231071906130654
terminaldetransporte,-75.57189176910562,6.276267433439369
toscana,-75.55901037007902,6.3079561849407115
trecedenoviembre,-75.54115448375,6.2469196975
tricentenario,-75.56736523085436,6.291684985477387
trinidad,-75.58299289291861,6.226615475454543
udatanasiogirardot,-75.591860449,6.2570557212499995
universidaddeantioquia,-75.57043576172964,6.264936600270265
universidadnacional,-75.57447285076711,6.262399402443166
upb,-75.59038003999999,6.242445853333333
veintedejulio,-75.62043069408162,6.251769994489796
versallesno1,-75.54413007191305,6.264332147826085
versallesno2,-75.54107694181818,6.264630568636363
villacarlota,-75.57541812113249,6.219030783888908
villadelsocorro,-75.55270875534885,6.2945412381395345
villaflora,-75.58986073211533,6.278496060256412
villaguadalupe,-75.55119971045978,6.286921795632181
villahermosa,-75.5516334212605,6.257262110252103
villaliliam,-75.53349049714284,6.235144011071429
villaniza,-75.5579909382353,6.29577106264706
villanueva,-75.56324575607847,6.253523782661045
villatina,-75.54024950858584,6.237057705252524
villaturbay,-75.53038352142858,6.236358158571427
yarumalito,-75.69229206,6.22064823
yolombo,-75.61322934933332,6.295195031333333
